data_iniSE,casos_41007,casos_41008,casos_41009,casos_41010,casos_41020
2020-02-23,64.66666666666667,131.0,2328.6666666666665,1149.6666666666667,1601.6666666666667
2020-03-01,77.66666666666667,185.66666666666666,2839.6666666666665,1445.6666666666667,1739.3333333333333
2020-03-08,94.66666666666667,257.3333333333333,3229.0,1770.0,1852.3333333333333
2020-03-15,103.33333333333333,303.0,3078.3333333333335,1847.6666666666667,1822.3333333333333
2020-03-22,88.33333333333333,321.0,2567.3333333333335,1784.3333333333333,1666.6666666666667
2020-03-29,72.33333333333333,335.6666666666667,2019.3333333333333,1764.3333333333333,1483.6666666666667
2020-04-05,54.0,345.3333333333333,1612.0,1866.6666666666667,1340.3333333333333
2020-04-12,53.0,327.3333333333333,1262.3333333333333,1738.6666666666667,1165.6666666666667
2020-04-19,49.666666666666664,287.6666666666667,978.0,1446.6666666666667,941.6666666666666
2020-04-26,49.333333333333336,243.66666666666666,828.0,1148.0,741.3333333333334
2020-05-03,39.666666666666664,220.66666666666666,736.3333333333334,962.3333333333334,587.3333333333334
2020-05-10,26.333333333333332,183.66666666666666,603.6666666666666,801.3333333333334,466.0
2020-05-17,18.0,137.0,453.6666666666667,634.0,328.6666666666667
2020-05-24,14.666666666666666,94.33333333333333,309.0,472.0,203.33333333333334
2020-05-31,12.0,59.666666666666664,212.66666666666666,326.0,121.33333333333333
2020-06-07,10.666666666666666,49.0,161.33333333333334,224.0,85.0
2020-06-14,10.0,47.333333333333336,174.33333333333334,172.0,67.66666666666667
2020-06-21,11.333333333333334,49.0,179.66666666666666,144.0,52.666666666666664
2020-06-28,10.0,43.0,149.0,101.33333333333333,37.333333333333336
2020-07-05,11.333333333333334,31.333333333333332,97.66666666666667,61.666666666666664,22.666666666666668
2020-07-12,11.333333333333334,26.333333333333332,74.33333333333333,41.666666666666664,12.666666666666666
2020-07-19,14.0,23.666666666666668,75.66666666666667,40.0,11.666666666666666
2020-07-26,11.0,18.0,77.66666666666667,48.0,9.666666666666666
2020-08-02,10.0,16.333333333333332,77.66666666666667,54.666666666666664,10.0
2020-08-09,7.333333333333333,13.666666666666666,73.33333333333333,55.666666666666664,10.666666666666666
2020-08-16,5.0,16.333333333333332,66.0,48.0,13.333333333333334
2020-08-23,6.0,13.0,67.66666666666667,44.666666666666664,15.0
2020-08-30,5.0,11.666666666666666,75.0,52.666666666666664,17.666666666666668
2020-09-06,5.0,10.666666666666666,85.33333333333333,66.0,18.666666666666668
2020-09-13,3.6666666666666665,9.333333333333334,93.66666666666667,77.66666666666667,24.333333333333332
2020-09-20,3.0,10.0,111.66666666666667,72.0,28.333333333333332
2020-09-27,5.666666666666667,12.666666666666666,131.0,71.0,33.0
2020-10-04,6.333333333333333,14.333333333333334,146.0,69.33333333333333,32.0
2020-10-11,7.0,15.666666666666666,149.0,76.66666666666667,28.666666666666668
2020-10-18,7.0,13.0,175.66666666666666,78.0,25.666666666666668
2020-10-25,7.0,13.666666666666666,200.66666666666666,77.66666666666667,25.666666666666668
2020-11-01,8.666666666666666,12.0,228.33333333333334,85.0,26.666666666666668
2020-11-08,7.666666666666667,14.0,245.66666666666666,92.0,26.666666666666668
2020-11-15,7.333333333333333,16.333333333333332,281.0,109.66666666666667,30.0
2020-11-22,6.0,21.0,324.6666666666667,118.33333333333333,38.0
2020-11-29,5.0,22.0,336.0,122.0,43.666666666666664
2020-12-06,3.3333333333333335,20.333333333333332,345.6666666666667,115.66666666666667,46.0
2020-12-13,3.6666666666666665,18.666666666666668,326.3333333333333,95.66666666666667,37.333333333333336
2020-12-20,3.3333333333333335,16.666666666666668,301.6666666666667,81.0,29.333333333333332
2020-12-27,3.3333333333333335,14.666666666666666,238.66666666666666,59.0,20.666666666666668
2021-01-03,3.0,18.0,239.66666666666666,67.33333333333333,29.666666666666668
2021-01-10,6.666666666666667,16.0,275.6666666666667,75.33333333333333,43.333333333333336
2021-01-17,7.333333333333333,16.333333333333332,344.0,85.66666666666667,55.333333333333336
2021-01-24,7.666666666666667,12.333333333333334,357.6666666666667,84.66666666666667,65.0
2021-01-31,6.333333333333333,17.333333333333332,397.3333333333333,95.33333333333333,76.33333333333333
2021-02-07,8.0,23.333333333333332,457.6666666666667,108.0,86.33333333333333
2021-02-14,7.666666666666667,25.0,580.0,121.66666666666667,95.33333333333333
2021-02-21,7.333333333333333,23.666666666666668,607.6666666666666,122.66666666666667,109.0
2021-02-28,5.0,21.0,608.3333333333334,116.33333333333333,143.33333333333334
2021-03-07,4.666666666666667,24.0,547.6666666666666,105.33333333333333,188.33333333333334
2021-03-14,3.0,27.0,522.0,105.33333333333333,216.0
2021-03-21,3.0,32.333333333333336,487.6666666666667,107.33333333333333,218.33333333333334
2021-03-28,4.333333333333333,34.0,495.3333333333333,119.66666666666667,216.66666666666666
2021-04-04,6.0,44.666666666666664,553.3333333333334,136.66666666666666,236.33333333333334
2021-04-11,6.333333333333333,45.0,614.0,153.66666666666666,242.66666666666666
2021-04-18,4.333333333333333,49.333333333333336,660.6666666666666,153.33333333333334,250.33333333333334
2021-04-25,3.0,47.333333333333336,656.6666666666666,142.66666666666666,223.0
2021-05-02,2.3333333333333335,49.0,592.0,125.66666666666667,193.33333333333334
2021-05-09,2.3333333333333335,44.666666666666664,487.3333333333333,112.0,153.0
2021-05-16,1.6666666666666667,38.333333333333336,387.0,92.33333333333333,123.66666666666667
2021-05-23,2.0,32.0,314.3333333333333,79.33333333333333,98.66666666666667
2021-05-30,3.3333333333333335,30.666666666666668,253.66666666666666,62.666666666666664,69.0
2021-06-06,3.0,26.333333333333332,196.33333333333334,54.333333333333336,45.666666666666664
2021-06-13,2.0,24.333333333333332,170.66666666666666,42.333333333333336,37.666666666666664
2021-06-20,1.3333333333333333,18.333333333333332,144.33333333333334,36.333333333333336,27.666666666666668
2021-06-27,1.0,16.333333333333332,120.0,22.0,20.666666666666668
2021-07-04,1.3333333333333333,16.0,101.33333333333333,20.0,17.0
2021-07-11,1.0,17.0,86.66666666666667,20.333333333333332,14.666666666666666
2021-07-18,2.3333333333333335,14.666666666666666,81.0,20.0,12.666666666666666
2021-07-25,3.0,11.333333333333334,70.66666666666667,15.333333333333334,9.0
2021-08-01,3.3333333333333335,8.333333333333334,81.0,17.333333333333332,9.333333333333334
2021-08-08,2.0,10.333333333333334,89.0,22.333333333333332,10.666666666666666
2021-08-15,1.0,12.0,112.33333333333333,32.666666666666664,12.666666666666666
2021-08-22,0.0,13.0,109.66666666666667,29.333333333333332,12.666666666666666
2021-08-29,1.6666666666666667,10.333333333333334,115.33333333333333,29.333333333333332,13.666666666666666
2021-09-05,2.6666666666666665,8.333333333333334,112.33333333333333,23.333333333333332,14.333333333333334
2021-09-12,4.666666666666667,8.666666666666666,123.0,21.666666666666668,14.333333333333334
2021-09-19,4.333333333333333,10.0,141.0,18.333333333333332,14.666666666666666
2021-09-26,5.666666666666667,12.666666666666666,142.0,18.333333333333332,16.333333333333332
2021-10-03,5.666666666666667,16.666666666666668,146.33333333333334,18.333333333333332,13.333333333333334
2021-10-10,6.666666666666667,20.0,166.66666666666666,19.0,13.0
2021-10-17,7.0,24.0,187.33333333333334,20.0,12.333333333333334
2021-10-24,6.333333333333333,25.0,183.66666666666666,23.333333333333332,14.0
2021-10-31,6.333333333333333,23.333333333333332,143.66666666666666,24.0,15.333333333333334
2021-11-07,5.333333333333333,21.0,124.33333333333333,24.0,15.666666666666666
2021-11-14,5.333333333333333,17.666666666666668,118.0,25.666666666666668,18.666666666666668
2021-11-21,5.333333333333333,21.0,123.66666666666667,26.0,18.333333333333332
2021-11-28,5.0,26.333333333333332,124.0,21.666666666666668,17.333333333333332
2021-12-05,5.333333333333333,29.333333333333332,131.0,21.0,18.666666666666668
2021-12-12,6.666666666666667,28.333333333333332,132.66666666666666,22.333333333333332,15.666666666666666
2021-12-19,10.666666666666666,21.0,126.33333333333333,29.0,15.666666666666666
2021-12-26,12.0,18.0,120.33333333333333,28.0,8.666666666666666
2022-01-02,14.666666666666666,29.333333333333332,145.66666666666666,39.666666666666664,21.0
2022-01-09,14.333333333333334,41.666666666666664,167.33333333333334,50.0,33.333333333333336
2022-01-16,15.333333333333334,53.0,187.0,74.66666666666667,53.0
2022-01-23,13.0,51.333333333333336,158.66666666666666,73.33333333333333,50.0
2022-01-30,13.666666666666666,60.0,142.66666666666666,74.33333333333333,49.333333333333336
2022-02-06,25.333333333333332,83.33333333333333,131.66666666666666,77.33333333333333,49.0
2022-02-13,67.0,127.33333333333333,174.33333333333334,104.0,72.66666666666667
2022-02-20,136.66666666666666,213.66666666666666,253.66666666666666,145.0,128.0
2022-02-27,246.66666666666666,398.3333333333333,410.0,299.6666666666667,236.33333333333334
2022-03-06,414.6666666666667,894.0,608.3333333333334,533.6666666666666,419.6666666666667
2022-03-13,585.6666666666666,1506.3333333333333,854.0,882.0,656.0
2022-03-20,806.3333333333334,2123.6666666666665,1107.0,1300.6666666666667,973.0
2022-03-27,939.6666666666666,2538.0,1254.6666666666667,1789.0,1358.3333333333333
2022-04-03,1059.6666666666667,2947.0,1289.3333333333333,2136.0,1629.3333333333333
2022-04-10,1004.3333333333334,3200.6666666666665,1243.0,2321.6666666666665,1897.6666666666667
2022-04-17,954.6666666666666,3317.3333333333335,1335.0,2511.3333333333335,2135.6666666666665
2022-04-24,840.6666666666666,3244.6666666666665,1448.6666666666667,2722.6666666666665,2339.6666666666665
2022-05-01,789.0,3211.0,1660.3333333333333,2890.0,2434.6666666666665
2022-05-08,669.3333333333334,2892.6666666666665,1824.0,2742.3333333333335,2207.3333333333335
2022-05-15,531.3333333333334,2394.3333333333335,1839.3333333333333,2227.3333333333335,1845.6666666666667
2022-05-22,372.0,1735.0,1666.3333333333333,1651.3333333333333,1297.0
2022-05-29,233.66666666666666,1213.3333333333333,1301.6666666666667,1088.6666666666667,840.3333333333334
2022-06-05,137.0,777.0,1037.6666666666667,816.3333333333334,536.0
2022-06-12,67.33333333333333,448.6666666666667,807.0,583.6666666666666,360.6666666666667
2022-06-19,40.666666666666664,260.3333333333333,712.0,481.0,280.6666666666667
2022-06-26,36.333333333333336,186.33333333333334,649.0,402.6666666666667,223.66666666666666
2022-07-03,39.0,159.66666666666666,640.0,351.0,177.33333333333334
2022-07-10,35.333333333333336,137.33333333333334,556.0,275.6666666666667,134.0
2022-07-17,31.0,115.0,489.3333333333333,242.0,102.33333333333333
2022-07-24,30.333333333333332,100.33333333333333,394.0,193.33333333333334,92.33333333333333
2022-07-31,30.666666666666668,94.0,348.0,176.33333333333334,81.0
2022-08-07,29.333333333333332,90.66666666666667,297.3333333333333,152.0,75.0
2022-08-14,23.0,74.0,270.6666666666667,139.66666666666666,70.33333333333333
2022-08-21,19.0,56.666666666666664,265.0,129.0,60.333333333333336
2022-08-28,15.666666666666666,43.666666666666664,251.0,120.33333333333333,47.666666666666664
2022-09-04,16.666666666666668,40.333333333333336,235.66666666666666,108.0,35.0
2022-09-11,20.666666666666668,36.333333333333336,209.66666666666666,91.33333333333333,30.666666666666668
2022-09-18,23.333333333333332,35.0,204.0,74.33333333333333,25.333333333333332
2022-09-25,22.0,38.666666666666664,195.0,76.0,23.0
2022-10-02,16.333333333333332,39.333333333333336,197.66666666666666,83.0,20.333333333333332
2022-10-09,15.333333333333334,42.333333333333336,184.66666666666666,92.33333333333333,24.666666666666668
2022-10-16,17.666666666666668,44.0,214.33333333333334,95.66666666666667,26.666666666666668
2022-10-23,22.0,52.333333333333336,252.66666666666666,107.66666666666667,32.333333333333336
2022-10-30,21.666666666666668,52.0,295.0,117.33333333333333,32.0
2022-11-06,24.0,65.0,334.6666666666667,126.66666666666667,33.666666666666664
2022-11-13,22.333333333333332,78.0,381.6666666666667,135.33333333333334,37.0
2022-11-20,31.333333333333332,111.0,449.0,165.0,50.333333333333336
2022-11-27,31.666666666666668,123.66666666666667,477.6666666666667,196.66666666666666,70.0
2022-12-04,37.333333333333336,148.66666666666666,461.0,208.66666666666666,83.33333333333333
2022-12-11,32.333333333333336,150.33333333333334,438.3333333333333,206.0,86.0
2022-12-18,32.0,126.66666666666667,367.3333333333333,168.33333333333334,76.0
2022-12-25,31.666666666666668,89.0,319.3333333333333,158.0,57.333333333333336
2023-01-01,30.333333333333332,55.666666666666664,267.6666666666667,150.33333333333334,53.0
2023-01-08,29.333333333333332,52.333333333333336,272.0,168.66666666666666,50.666666666666664
2023-01-15,26.333333333333332,52.0,287.6666666666667,167.0,57.333333333333336
2023-01-22,28.666666666666668,59.333333333333336,343.3333333333333,163.66666666666666,58.0
2023-01-29,31.0,67.33333333333333,414.6666666666667,168.33333333333334,58.333333333333336
2023-02-05,38.333333333333336,83.0,605.6666666666666,185.66666666666666,64.66666666666667
2023-02-12,37.666666666666664,92.66666666666667,920.6666666666666,186.33333333333334,69.33333333333333
2023-02-19,41.666666666666664,100.33333333333333,1333.3333333333333,186.0,83.0
2023-02-26,46.666666666666664,131.66666666666666,1864.6666666666667,202.66666666666666,117.66666666666667
2023-03-05,68.0,198.66666666666666,2576.3333333333335,265.6666666666667,154.33333333333334
2023-03-12,96.0,292.0,3450.6666666666665,387.0,222.0
2023-03-19,138.66666666666666,415.3333333333333,4666.0,547.3333333333334,312.6666666666667
2023-03-26,200.0,543.0,5567.333333333333,697.6666666666666,434.6666666666667
2023-04-02,233.66666666666666,652.3333333333334,5950.333333333333,725.0,505.0
2023-04-09,234.33333333333334,788.6666666666666,5945.0,731.3333333333334,602.6666666666666
2023-04-16,191.33333333333334,820.6666666666666,5488.333333333333,705.6666666666666,629.6666666666666
2023-04-23,162.33333333333334,777.0,4944.666666666667,705.6666666666666,660.6666666666666
2023-04-30,163.0,696.3333333333334,4201.333333333333,674.0,641.3333333333334
2023-05-07,165.33333333333334,707.0,3763.0,648.6666666666666,656.6666666666666
2023-05-14,160.33333333333334,733.0,3338.3333333333335,658.0,630.6666666666666
2023-05-21,123.33333333333333,619.3333333333334,2635.6666666666665,586.0,542.3333333333334
2023-05-28,89.0,457.0,1896.6666666666667,484.6666666666667,428.0
2023-06-04,59.333333333333336,306.0,1336.6666666666667,350.6666666666667,353.6666666666667
2023-06-11,41.0,224.0,929.6666666666666,255.0,274.6666666666667
2023-06-18,27.333333333333332,152.0,617.6666666666666,190.33333333333334,205.0
2023-06-25,21.0,129.33333333333334,449.0,162.66666666666666,148.66666666666666
2023-07-02,18.333333333333332,111.66666666666667,383.3333333333333,154.33333333333334,130.0
2023-07-09,18.333333333333332,97.0,334.6666666666667,138.33333333333334,108.0
2023-07-16,14.333333333333334,76.66666666666667,264.3333333333333,119.33333333333333,84.33333333333333
2023-07-23,10.666666666666666,63.0,213.66666666666666,112.33333333333333,67.66666666666667
2023-07-30,10.333333333333334,59.666666666666664,216.66666666666666,114.33333333333333,67.0
2023-08-06,11.0,53.333333333333336,215.33333333333334,115.33333333333333,69.0
2023-08-13,12.666666666666666,48.333333333333336,225.0,99.66666666666667,72.33333333333333
2023-08-20,10.333333333333334,47.0,235.33333333333334,94.66666666666667,71.66666666666667
2023-08-27,9.0,38.333333333333336,263.6666666666667,82.0,70.66666666666667
2023-09-03,4.666666666666667,38.666666666666664,272.0,89.0,56.333333333333336
2023-09-10,6.666666666666667,35.0,270.3333333333333,87.33333333333333,67.66666666666667
2023-09-17,6.0,47.0,286.0,86.33333333333333,66.66666666666667
2023-09-24,8.666666666666666,59.0,306.6666666666667,81.0,82.0
2023-10-01,15.0,64.33333333333333,340.0,96.0,83.33333333333333
2023-10-08,16.333333333333332,57.0,332.6666666666667,114.33333333333333,92.33333333333333
2023-10-15,21.0,58.0,345.6666666666667,143.33333333333334,97.0
2023-10-22,17.0,62.666666666666664,305.3333333333333,136.33333333333334,90.33333333333333
2023-10-29,21.333333333333332,71.66666666666667,286.0,137.33333333333334,78.66666666666667
2023-11-05,24.0,68.0,279.3333333333333,153.66666666666666,76.66666666666667
2023-11-12,28.333333333333332,72.66666666666667,292.3333333333333,181.33333333333334,82.33333333333333
2023-11-19,34.333333333333336,89.33333333333333,325.3333333333333,207.0,98.66666666666667
2023-11-26,30.0,97.33333333333333,337.6666666666667,195.66666666666666,112.66666666666667
2023-12-03,28.333333333333332,109.0,356.0,200.0,117.66666666666667
2023-12-10,22.0,119.0,366.0,206.33333333333334,126.66666666666667
2023-12-17,17.0,135.66666666666666,336.6666666666667,193.66666666666666,120.66666666666667
2023-12-24,11.666666666666666,139.33333333333334,309.0,177.0,119.66666666666667
2023-12-31,17.333333333333332,177.0,307.3333333333333,226.0,165.66666666666666
2024-01-07,29.666666666666668,234.66666666666666,344.0,395.3333333333333,258.6666666666667
2024-01-14,40.0,366.3333333333333,411.3333333333333,730.3333333333334,409.0
2024-01-21,52.0,567.6666666666666,502.6666666666667,1162.3333333333333,566.3333333333334
2024-01-28,81.33333333333333,839.6666666666666,601.0,1632.0,762.6666666666666
2024-02-04,139.0,1131.0,724.3333333333334,2136.0,934.3333333333334
2024-02-11,228.66666666666666,1649.6666666666667,881.3333333333334,2884.6666666666665,1257.6666666666667
2024-02-18,363.3333333333333,2434.0,1175.0,3901.0,1710.6666666666667
2024-02-25,491.3333333333333,3110.0,1396.6666666666667,4677.666666666667,2176.3333333333335
2024-03-03,653.3333333333334,3762.6666666666665,1611.3333333333333,5444.0,2594.6666666666665
2024-03-10,874.0,4355.333333333333,1750.0,6008.0,2796.3333333333335
2024-03-17,1172.3333333333333,5296.666666666667,1996.3333333333333,6490.333333333333,2945.3333333333335
2024-03-24,1427.0,6056.0,2196.3333333333335,6391.666666666667,2853.6666666666665
2024-03-31,1716.0,6618.333333333333,2427.3333333333335,6011.0,2885.3333333333335
2024-04-07,1845.6666666666667,6660.333333333333,2677.3333333333335,5597.666666666667,2899.3333333333335
2024-04-14,2007.6666666666667,6599.0,2903.3333333333335,5200.0,3108.0
2024-04-21,1836.0,5657.666666666667,2936.0,4416.666666666667,3073.0
2024-04-28,1725.3333333333333,4837.0,3030.3333333333335,3771.3333333333335,3171.0
2024-05-05,1596.0,4023.3333333333335,3230.3333333333335,3269.3333333333335,3152.3333333333335
2024-05-12,1558.6666666666667,3627.6666666666665,3240.0,3075.6666666666665,2999.0
2024-05-19,1295.6666666666667,2842.3333333333335,2693.6666666666665,2515.6666666666665,2425.0
2024-05-26,867.0,1786.0,1859.3333333333333,1745.6666666666667,1628.6666666666667
2024-06-02,482.6666666666667,1004.3333333333334,1249.0,1081.6666666666667,1037.0
2024-06-09,326.0,690.0,1071.6666666666667,834.0,796.3333333333334
2024-06-16,256.3333333333333,561.3333333333334,957.3333333333334,759.3333333333334,710.3333333333334
2024-06-23,203.66666666666666,467.0,792.3333333333334,654.0,604.6666666666666
2024-06-30,134.0,324.3333333333333,535.3333333333334,471.3333333333333,421.6666666666667
2024-07-07,82.0,186.0,333.3333333333333,286.6666666666667,253.66666666666666
2024-07-14,52.666666666666664,103.33333333333333,240.66666666666666,191.66666666666666,162.0
2024-07-21,35.0,64.0,213.33333333333334,141.66666666666666,110.0
2024-07-28,30.666666666666668,70.33333333333333,227.66666666666666,141.0,103.33333333333333
2024-08-04,25.0,63.666666666666664,236.0,137.66666666666666,100.66666666666667
2024-08-11,24.0,68.33333333333333,231.66666666666666,135.66666666666666,106.66666666666667
2024-08-18,23.0,61.0,236.33333333333334,140.33333333333334,132.33333333333334
2024-08-25,23.333333333333332,74.33333333333333,240.33333333333334,148.66666666666666,155.66666666666666
2024-09-01,23.333333333333332,64.33333333333333,241.33333333333334,170.33333333333334,191.33333333333334
2024-09-08,22.0,66.33333333333333,271.3333333333333,191.0,193.66666666666666
2024-09-15,27.0,56.666666666666664,287.6666666666667,202.0,202.0
2024-09-22,26.666666666666668,55.666666666666664,302.0,202.66666666666666,192.66666666666666
2024-09-29,31.333333333333332,65.33333333333333,289.6666666666667,225.0,195.0
2024-10-06,31.666666666666668,78.66666666666667,286.3333333333333,234.66666666666666,178.66666666666666
2024-10-13,35.666666666666664,99.33333333333333,296.6666666666667,237.66666666666666,168.0
2024-10-20,41.0,109.33333333333333,309.3333333333333,229.0,164.33333333333334
2024-10-27,47.0,125.33333333333333,343.6666666666667,233.0,178.33333333333334
2024-11-03,46.333333333333336,130.33333333333334,356.0,230.0,187.66666666666666
2024-11-10,43.333333333333336,119.33333333333333,347.3333333333333,222.33333333333334,193.66666666666666
2024-11-17,39.666666666666664,112.66666666666667,335.6666666666667,226.33333333333334,198.33333333333334
2024-11-24,40.666666666666664,102.33333333333333,319.3333333333333,231.0,201.66666666666666
2024-12-01,41.666666666666664,108.0,335.0,252.33333333333334,206.33333333333334
2024-12-08,34.666666666666664,94.33333333333333,316.0,270.0,192.66666666666666
2024-12-15,34.333333333333336,87.66666666666667,299.6666666666667,281.6666666666667,178.66666666666666
2024-12-22,33.0,68.66666666666667,249.66666666666666,273.6666666666667,162.33333333333334
2024-12-29,39.0,68.66666666666667,221.33333333333334,271.6666666666667,145.66666666666666
2025-01-05,39.0,72.33333333333333,226.66666666666666,277.3333333333333,153.0
2025-01-12,31.0,67.66666666666667,223.0,222.33333333333334,137.33333333333334
